aspect,setiment_words,polarity
稳定性,特别的稳,1
气味,一点都没有,1
稳定性,稳,1
质量,不错,1
做工,挺厚重的,1
稳定性,很稳,1
稳定性,很稳重,1
质量,不错,1
稳定性,比较稳,1
价格,实惠,1
做工,有点小瑕疵,-1
质量,很好,1
价格,真的超值,1
外观,漂亮,1
质量,很好,1
稳定性,很稳,1
稳定性,一般般,0
稳定性,还算稳固,1
质量,很好,1
价格,物美价廉,1
质量,可以,1
做工,挺结实的,1
做工,有小瑕疵,-1
做工,很结实,1
气味,没异味,1
稳定性,稳定,1
稳定,还算稳固,1
稳定性,非常的稳固,1
外观,很百搭,1
稳定性,很稳,1
稳定性,稍微有点晃,1
价格,性价比十足,1
尺寸,合适,1
做工,有很大的问题,-1
质量,很好,1
价格,便宜实惠,1
做工,不是很结实,-1
稳定性,会晃,-1
价格,便宜,1
尺寸,够大,1
稳定性,蛮稳定的,1
价格,对得起,1
质量,不错,1
质量,超棒的,1
质量,不错,1
价格,高,-1
质量,不错,1
外观,简单时尚,1
尺寸,宽,1
稳定性,稳定,1
价格,物有所值,1
外观,很素净,1
尺寸,够大,1
做工,结实,1
质量,很好,1
尺寸,合适,1
价格,物有所值,1
做工,很厚实,1
稳定性,很稳不晃,1
尺寸,非常合适,1
稳定性,基本不晃,1
尺寸,刚刚好,1
稳定性,稳固,1
价格,不贵,1
质量,杠杠的,1
稳定性,牢固,1
做工,很结实,1
稳定性,挺稳的,1
价格,对的起,1
价格,值得,1
稳定性,小幅度摇晃,-1
做工,很结实,1
外观,好看,1
外观,高端大气上档次,1
尺寸,比较薄,-1
做工,有变形,-1
做工,真的结实,1
稳定性,有点轻微的摇晃,-1
做工,很结实,1
稳定性,不会摇晃,1
尺寸,有一点窄,-1
质量,很好,1
空间,节省,1
尺寸,很沉,-1
价格,不高,1
做工,很结实,1
外观,简单大方,1
价格,物有所值,1
稳定性,很稳定,1
外观,简约,1
质量,不错,1
做工,挺结实的,1
价格,可以,1
做工,很结实,1
气味,没异味,1
质量,可以,1
尺寸,厚,1
稳定性,左右晃动,-1
价格,物超所值,1
质量,很好,1
空间,大,1
做工,还可以,1
质量,有瑕疵,-1
价格,便宜,1
外观,美观,1
质量,杠杠滴,1
做工,挺结实,1
稳定性,有点不太稳,-1
稳定性,比较摇摇晃晃,-1
质量,尚可,1
稳定性,很稳,1
稳定性,差了点,-1
稳定性,还算稳,1
外观,简洁大方,1
做工,很结实,1
价格,实惠,1
质量,很好,1
稳定性,很稳,1
质量,非常好,1
做工,精美,1
质量,一般,0
价格,可以,1
做工,还算结实,1
稳定性,有点晃,-1
价格,实惠,1
做工,有点小瑕疵,-1
质量,没问题,1
稳定性,有点晃,-1
质量,真的很好,1
稳定性,很稳,1
气味,没有异味,1
做工,结实,1
稳定性,挺稳的,1
质量,好,1
气味,没有异味,1
质量,好,1
气味,没有异味,1
质量,好,1
气味,没有异味,1
质量,好,1
气味,没有异味,1
质量,好,1
气味,没有异味,1
稳定性,很稳,1
尺寸,很大,1
做工,结实,1
外观,美观大方,1
质量,好,1
气味,没有异味,1
质量,很好,1
价格,物美价廉,1
外观,样式简单,1
做工,比较结实,1
价格,性价比较高,1
做工,厚实,1
稳定性,稳固,1
做工,结实,1
外观,美观,1
质量,很好,1
外观,很好看,1
价格,实惠,1
质量,不错,1
尺寸,正好,1
质量,真的是不错,1
稳定性,有点晃荡,-1
尺寸,很大,1
外观,很好看,1
空间,刚刚好,1
稳定性,一点都不晃,1
做工,很厚,1
做工,很结实,1
稳定性,比较稳,1
外观,简约,1
价格,物有所值,1
价格,性价比很高,1
稳定性,还算稳,1
价格,不贵,1
做工,很结实,1
价格,便宜实惠,1
尺寸,够大,1
质量,一般,0
质量,非常好,1
稳定性,很稳,1
价格,值,1
质量,不好,-1
稳定性,不稳,-1
尺寸,很大,1
舒适度,很舒服,1
外观,挺简洁的,1
做工,很结实,1
质量,挺好的,1
质量,非常好,1
做工,很结实,1
质量,没什么瑕疵,1
价格,对得起,1
做工,够结实,1
外观,看着扎实,1
价格,低,1
性价比,极高,1
性价比,很好,1
性价比,很好,1
做工,很结实,1
价格,物美价廉,1
稳定性,比较稳,1
价格,比较实惠,1
做工,太薄,-1
稳定性,不稳定,-1
气味,没什么味道,1
价格,符合定位,1
做工,很结实,1
外观,很有范,1
稳定性,有点晃,-1
稳定性,有点晃,-1
做工,挺结实的,1
稳定性,不晃动,1
外观,简洁,1
价格,便宜,1
外观,还可以,0
价格,很实惠,1
价格,值得,1
稳定性,有点小摇晃,1
价格,值得,1
稳定性,不晃,1
做工,很结实,1
质量,有磨损,-1
空间,刚刚好,1
做工,不是很精细,-1
做工,挺结实的,1
做工,挺结实的,1
尺寸,有点薄,-1
空间,简洁省空间,1
稳定性,挺稳当的,1
稳定性,比较牢固,1
稳定性,稳当,1
尺寸,挺大的,1
价格,值,1
尺寸,蛮大的,1
稳定性,有点晃,1
质量,很好,1
做工,很厚实,1
做工,不是很结实,1
稳定性,会摇晃,1
做工,有小瑕疵,-1
外观,挺好,1
稳定性,不够牢固,-1
价格,便宜,1
稳定性,不稳,-1
做工,一般,0
价格,挺划算的,1
质量,还行,1
价格,便宜,1
质量,优,1
价格,小贵,-1
稳定性,不算太稳固,-1
稳定性,很稳,1
价格,值,1
做工,不结实,-1
稳定性,不稳定,-1
稳定性,很稳,1
价格,便宜,1
外观,非常漂亮,1
价格,比较实惠,1
稳定性,比较稳固,1
价格,差不多,0
稳定性,比较稳,1
质量,很好,1
稳定性,很稳,1
做工,差点,-1
价格,便宜,1
稳定性,不晃,1
做工,有点小瑕疵,-1
价格,便宜,1
做工,略有瑕疵,-1
尺寸,合适,1
做工,厚实,1
质量,可以,1
价格,便宜实惠,1
外观,不舒服,-1
稳定性,差点,-1
做工,太不结实了,-1
质量,有点破损,-1
质量,呵呵,-1
做工,超级薄的,-1
做工,瑕疵太多,-1
稳定性,很不稳,-1
做工,太差,-1
稳定性,不稳会晃,-1
稳定性,有点晃,-1
稳定性,不太牢固,-1
质量,不太好,-1
稳定性,有点晃,-1
稳定性,不牢固,-1
稳定性,不牢靠,-1
稳定性,晃动,-1
质量,有磨损,-1
质量,有损坏,-1
质量,差,-1
质量,很好,1
质量,比较差,-1
价格,不高,1
稳定性,不牢固,-1
做工,不结实,-1
质量,一般,0
做工,不好,-1
稳定性,太晃,-1
稳定性,晃动厉害,-1
稳定性,稍微有点晃动,-1
气味,很大,-1
稳定性,摇晃严重,-1
质量,有磨损,-1
稳定性,有摇晃,-1
质量,有问题,-1
稳定性,晃的,-1
质量,真差,-1
做工,真差,-1
稳定性,摇晃的厉害,-1
价格,物美价廉,1
质量,好,1
价格,物美价廉,1
质量,好,1
做工,很结实,1
质量,有点小瑕疵,-1
外观,颜值挺高的,1
价格,还好,0
做工,非常满意,1
质量,一般,0
质量,很不错,1
舒适度,软软的,1
做工,结实耐用,1
舒适度,软软的,1
尺寸,正合适,1
质量,很好,1
价格,合适,1
做工,挺结实的,1
气味,几乎没有味道,1
质量,好,1
舒适度,挺舒服的,1
稳定性,稳稳的,1
舒适度,软软的,1
舒适度,挺舒适的,1
做工,扎实,1
外观,简洁美观,1
外观,非常漂亮,1
做工,很结实,1
尺寸,合适,1
价格,稍微有点贵,-1
做工,蛮结实,1
舒适度,舒服,1
做工,蛮结实,1
舒适度,舒服,1
舒适度,比较软,1
做工,结实,1
外观,好看,1
舒适度,舒服,1
质量,一般般,0
外观,很好看,1
舒适度,舒服,1
尺寸,合适,1
做工,很结实,1
做工,一般般,0
质量,有待提升一下,-1
质量,不错,1
价格,优惠,1
做工,很结实,1
价格,值得,1
质量,很好,1
外观,太好看,1
尺寸,合适,1
做工,不错,1
尺寸,很轻便,1
外观,挺好看的,1
质量,不错,1
尺寸,适中,1
质量,很好,1
外观,很文艺,1
舒适度,挺舒服,1
外观,简约大方,1
做工,结实,1
外观,好看,1
做工,很结实,1
外观,贵了点,-1
质量,好,1
舒适度,特别合适,1
做工,很结实,1
外观,很好看,1
外观,不错,1
稳定性,有些松动,-1
舒适度,舒服,1
价格,贵了,-1
质量,不错,1
价格,物美价廉,1
质量,不好,-1
稳定性,摇晃,-1
做工,特别不解释,-1
价格,便宜,1
质量,一流,1
做工,结实,1
价格,有一点小贵,-1
做工,很结实,1
舒适度,很舒服,1
尺寸,正合适,1
质量,很可以,1
做工,很结实,1
外观,很漂亮,1
外观,美观,1
价格,有点贵,-1
气味,无异味,1
质量,不错,1
舒适度,很舒服,1
做工,扎实,1
做工,结实,1
气味,无异味,1
做工,结实,1
尺寸,大,1
外观,美观大方,1
稳定性,结实,1
做工,很精致,1
价格,划算,1
稳定性,稳,1
做工,细腻,1
外观,好看,1
外观,简单大气,1
质量,不错,1
外观,漂亮,1
质量,好,1
稳定性,结实,1
气味,没有味道,1
质量,可以,0
外观,行,1
价格,很便宜,1
外观,大气,1
做工,完好,1
舒适度,舒服,1
质量,好,1
外观,美观,1
气味,没什么味道,1
性价比,很高,1
尺寸,大,1
稳定性,稳,1
尺寸,大,1
尺寸,大,1
稳定性,稳固,1
尺寸,大,1
尺寸,大,1
尺寸,大,1
质量,好,1
价格,物美价廉,1
舒适度,舒服,1
质量,好,1
外观,美观,1
质量,还可以,1
气味,没有异味,1
外观,好看,1
舒适度,舒服,1
稳定性,结实,1
外观,款式新颖,1
外观,漂亮,1
做工,好,1
外观,很漂亮,1
价格,经济实惠,1
外观,漂亮,1
外观,漂亮,1
气味,基本没有,1
外观,漂亮,1
稳定性,结实,1
外观,漂亮,1
稳定性,稳定,1
舒适度,很舒服,1
气味,没啥味道,1
稳定性,稳,1
尺寸,大,1
舒适度,棒,1
质量,不错,1
外观,漂亮,1
质量,很好,1
外观,好看,1
气味,没有什么味道,1
外观,漂亮,1
稳定性,结实,1
外观,不错,1
外观,不错,1
质量,不错,1
尺寸,大小合适,1
外观,美观,1
气味,没有气味,1
气味,没啥怪味道,1
外观,漂亮,1
外观,漂亮,1
外观,漂亮,1
外观,好看,1
做工,不错,1
质量,不错,1
做工,精致,1
质量,不错,1
价格,实惠,1
性价比,高,1
质量,挺好,1
舒适度,舒服,1
价格,合适,1
外观,漂亮,1
尺寸,略宽,-1
价格,实惠,1
外观,漂亮,1
价格,实惠,1
外观,漂亮,1
价格,实惠,1
外观,很漂亮,1
质量,过关,1
价格,实惠,1
价格,优惠,1
质量,不错,1
稳定性,结实,1
外观,漂亮,1
外观,美观,1
稳定性,结实,1
价格,物所超值,1
质量,好,1
质量,好,1
做工,精细,1
外观,好看,1
价格,便宜,1
质量,不错,1
外观,款式时尚,1
做工,精细,1
舒适度,软硬度没得说,1
质量,杠杠的,1
气味,没有什么异味,1
外观,漂亮,1
气味,没那么大味道,0
外观,大气,1
稳定性,扎实,1
外观,挺大气的,1
外观,漂亮,1
外观,可爱,1
质量,好,1
质量,不错,1
价格,很优惠,1
尺寸,大,1
稳定性,稳定,1
价格,贵,-1
做工,精细,1
外观,漂亮,1
质量,不错,1
外观,好看,1
做工,精细,1
稳定性,结实,1
气味,没有什么异味,1
外观,漂亮,1
做工,精细,1
稳定性,结实,1
气味,没有什么异味,1
外观,漂亮,1
做工,精细,1
稳定性,结实,1
气味,没有什么异味,1
外观,漂亮,1
做工,精细,1
稳定性,结实,1
气味,没有什么异味,1
外观,漂亮,1
做工,精细,1
稳定性,结实,1
气味,没有什么异味,1
外观,漂亮,1
尺寸,宽大高,1
外观,好看,1
外观,款式很好,1
质量,不错,1
外观,漂亮,1
外观,喜欢,1
气味,没什么气味,1
外观,款式简单大方,1
气味,没有味道,1
外观,漂亮,1
质量,不错,1
稳定性,结实,1
质量,很好,1
外观,好看,1
价格,超值,1
舒适度,舒服,1
性价比,高,1
外观,颜色清爽,1
价格,超值,1
舒适度,舒服,1
性价比,高,1
外观,颜色清爽,1
稳定性,结实,1
气味,没有什么味,1
舒适度,舒服,1
外观,漂亮,1
质量,不错,1
稳定性,牢固,1
气味,没有异味,1
尺寸,大,1
舒适度,舒服,1
质量,好,1
稳定性,坚固,1
气味,没有闻到味道,1
质量,刚刚的,1
外观,美观,1
外观,时尚,1
做工,可以,0
气味,没有多少气味,1
稳定性,很稳,1
外观,漂亮,1
质量,不错,1
外观,时尚,1
做工,精细,1
价格,实惠,1
价格,贵,-1
舒适度,舒服,1
质量,好,1
外观,漂亮,1
气味,没有味道,1
外观,漂亮,1
舒适度,舒适,1
外观,美观,1
气味,味道很淡,1
稳定性,稳固,1
外观,喜欢,1
质量,还好,0
质量,好,1
质量,好,1
尺寸,大,1
稳定性,稳,1
外观,好看,1
质量,棒,1
价格,实惠,1
做工,精细,1
价格,贵,1
质量,棒,1
价格,便宜,1
外观,漂亮,1
气味,没有什么味道,1
外观,喜欢,1
质量,可以,0
气味,没有异味,1
质量,好,1
尺寸,标准,1
质量,不错,1
外观,好看,1
质量,好,1
质量,够用,1
价格,实惠,1
质量,好,1
舒适度,舒服,1
外观,无色差,1
气味,无异味,1
质量,好,1
舒适度,舒服,1
气味,有点气味,-1
外观,挺不错,1
质量,不错,1
外观,漂亮,1
质量,不错,1
尺寸,大小合适,1
外观,漂亮,1
尺寸,大,1
舒适度,软硬适中,1
外观,颜色漂亮,1
价格,实惠,1
质量,一般,0
外观,好看,1
舒适度,很舒适,1
尺寸,宽敞,1
质量,差,-1
气味,没有异味,1
气味,没有异味,1
质量,杠杠的,1
气味,有点味道,-1
稳定性,结实,1
舒适度,舒服,1
价格,贵,1
质量,不错,1
尺寸,合适,1
性价比,挺高的,1
尺寸,大,1
质量,好,1
稳定性,太不牢,-1
质量,差,-1
做工,精致,1
外观,好看,1
气味,没有异味,1
外观,漂亮,1
尺寸,大,1
稳定性,结实,1
尺寸,够大够高,1
做工,不错,1
稳定性,结实,1
气味,没有味道,1
外观,款式挺喜欢,1
气味,没味道,1
稳定性,扎实,1
气味,没什么味道,1
外观,好看,1
外观,好看,1
质量,不错,1
性价比,高,1
尺寸,大,1
尺寸,宽大,1
外观,简单大方,1
做工,可以,0
气味,有些味道,-1
稳定性,结实,1
外观,好看,1
外观,漂亮,1
气味,没有异味,1
稳定性,结实,1
外观,漂亮,1
气味,没什么异味,1
性价比,高,1
尺寸,大小刚刚好,1
质量,好,1
稳定性,稳固,1
舒适度,舒服,1
气味,味道不大,1
性价比,挺高的,1
气味,大,-1
气味,大,-1
稳定性,稳,1
尺寸,大,1
外观,好看,1
质量,好,1
质量,不错,1
性价比,高,1
外观,喜欢,1
稳定性,结实,1
外观,耐看,1
外观,款式时尚,1
气味,没有异味,1
做工,很精致,1
质量,好,1
气味,有点大,-1
质量,好,1
价格,实惠,1
价格,物美价廉,1
外观,好看,1
稳定性,结实,1
气味,有点味道,-1
舒适度,舒服,1
外观,美观,1
外观,漂亮,1
质量,挺好,1
性价比,挺高,1
质量,赞,1
外观,很漂亮,1
做工,精致,1
性价比,高,1
质量,特别好,1
性价比,很高,1
性价比,挺高的,1
价格,便宜,1
外观,很漂亮,1
外观,简单适用,1
尺寸,稳固,1
气味,臭,-1
做工,好,1
价格,实惠,1
质量,不错,1
稳定性,结实,1
质量,不错,1
外观,好看,1
外观,好看,1
气味,没有味道,1
外观,美观,1
外观,大气,1
质量,不错,1
价格,合理,1
稳定性,结实,1
质量,没得挑,1
价格,优惠,1
价格,实惠,1
稳定性,稳固,1
稳定性,稳,1
外观,有划痕,-1
气味,有异味,-1
气味,有异味,-1
质量,很差,-1
气味,有异味,-1
气味,没一点味道,1
价格,经济实惠,1
尺寸,大小合适,1
外观,漂亮,1
质量,不错,1
性价比,高,1
舒适度,软度硬度刚刚好,1
性价比,很高,1
价格,物美价廉,1
做工,细致,1
外观,喜欢,1
气味,没什么味,1
舒适度,舒服,1
外观,特别喜欢,1
性价比,最高,1
质量,很好,1
价格,实惠,1
外观,好看,1
气味,没气味,1
价格,实惠,1
外观,漂亮,1
质量,不错,1
外观,不是特别白,-1
稳定性,结实,1
气味,重,-1
价格,便宜,1
性价比,有一定性价比,1
尺寸,大,1
价格,贵,1
质量,好,1
价格,实惠,1
气味,没有味道,1
尺寸,正好,1
质量,好,1
外观,漂亮,1
做工,好,1
外观,优雅大方,1
稳定性,稳,1
舒适度,舒服,1
尺寸,大,1
外观,漂亮,1
舒适度,舒服,1
气味,大,-1
做工,合格,1
性价比,比较高,1
质量,过得去,0
质量,不错,1
稳定性,结实,1
外观,款式大气,1
价格,便宜,1
质量,不错,1
质量,不错,1
质量,不错,1
价格,实惠,1
气味,没有气味,1
质量,不错,1
外观,好看,1
质量,不错,1
做工,精致,1
气味,无异味,1
外观,喜欢,1
质量,不错,1
外观,美观漂亮,1
质量,不错,1
气味,没异味,1
质量,好,1
质量,杠杠的,1
舒适度,舒服,1
外观,漂亮,1
质量,还行,0
外观,高档,1
质量,好,1
质量,好,1
质量,不错,1
外观,漂亮,1
做工,精细,1
气味,没有味道,1
质量,差,-1
质量,好,1
气味,无异味,1
质量,很好,1
外观,款式好看,1
质量,好,1
稳定性,结实,1
质量,好,1
质量,好,1
做工,精细,1
稳定性,结实,1
外观,美观,1
质量,普通,0
质量,可以,1
质量,好,1
稳定性,结实,1
质量,特别好,1
性价比,高,1
舒适度,非常舒服,1
质量,好,1
性价比,高,1
质量,不错,1
外观,好看,1
稳定性,结实,1
质量,一般,0
气味,刺鼻,-1
质量,一般,0
质量,优异,1
舒适度,舒适,1
外观,大气,1
价格,物有所值,1
舒适度,舒服程度很好,1
尺寸,大,1
稳定性,稳,1
气味,没异味,1
尺寸,大,1
尺寸,大,1
尺寸,合理,1
做工,好,1
尺寸,大,1
尺寸,大,1
稳定性,没有那么结实,-1
尺寸,蛮大,1
尺寸,大,1
空间,宽敞,1
外观,漂亮,1
稳定性,结实,1
尺寸,大,1
尺寸,大,1
质量,好,1
尺寸,大,1
稳定性,稳,1
尺寸,刚好,1
稳定性,结实,1
稳定性,稳,1
稳定性,稳定,1
尺寸,大,1
稳定性,结实,1
外观,比较大气,1
尺寸,不够大,-1
尺寸,大,1
尺寸,大,1
稳定性,牢固,1
尺寸,大,1
尺寸,有点大,-1
舒适度,舒服,1
做工,精良,1
做工,精细,1
尺寸,不够宽,-1
气味,大,-1
尺寸,大,1
舒适度,舒服,1
价格,对得起价格,1
质量,还可以,1
做工,精良,1
气味,无异味,1
做工,精致,1
外观,时尚,1
稳定性,结实,1
舒适度,舒服,1
做工,好,1
稳定性,结实,1
气味,没有异味,1
款式,简约大气,1
质量,不错,1
做工,挺结实的,1
价格,有点贵,-1
价格,真贵,-1
价格,物美价廉,1
稳定性,不稳,-1
尺寸,刚合适,1
尺寸,刚好,1
价格,真的很值,1
质量,一般,0
质量,有点差,-1
价格,优惠,1
质量,不行,-1
稳定性,挺稳当的,1
做工,结实,1
质量,挺好的,1
外观,好看,1
做工,精细,1
尺寸,刚刚好,1
价格,很实惠,1
做工,一般般,0
价格,划算,1
做工,精致,1
质量,不错,1
做工,很好,1
质量,不错,1
尺寸,刚好适用,1
质量,杠杠滴,1
价格,便宜,1
质量,很好,1
尺寸,短了点,-1
舒适度,很舒服,1
做工,很满意,1
外观,美观大方,1
空间,不占空间,1
做工,精细,1
外观,颜值高,1
质量,真心一般,0
质量,还行,0
尺寸,小,-1
尺寸,小,-1
外观,贼可爱,1
做工,挺好的,1
尺寸,小,-1
价格,不贵,1
尺寸,高,0
稳定性,结实,1
尺寸,矮,0
尺寸,小,-1
舒适度,不舒服,-1
空间,有点小,-1
外观,很漂亮,1
尺寸,刚刚好,1
尺寸,合适,1
外观,颜色搭,1
做工,很稳当,1
价格,不贵,1
做工,好,1
气味,没什么味道,1
空间,不占地方,1
外观,美观大方,1
价格,性价比挺高,1
外观,美观,1
稳定性,结实,1
舒适度,很舒服,1
外观,小巧玲珑,1
价格,物有所值,1
舒适度,挺舒服,1
质量,好,1
质量,很好,1
气味,无异味,1
舒适度,软硬适中,1
做工,精细,1
外观,非常漂亮,1
价格,物美价廉,1
外观,很可爱,1
外观,太难看,-1
稳定性,很结实,1
气味,好极了,1
空间,不占地方,1
做工,比较结实,1
价格,不算很贵,1
尺寸,很小,-1
外观,挺好看的,1
质量,挺好的,1
外观,美观,1
外观,好看,1
尺寸,正好,1
稳定性,不是很稳,-1
质量,一般,0
空间,不占空间,1
外观,美观大气,1
气味,不重,1
质量,非常一般,-1
质量,好,1
做工,精细,1
质量,很一般,1
价格,便宜,1
质量,不错,1
气味,有点味道,-1
质量,不好,-1
质量,好,1
价格,物美价廉,1
质量,很好,1
质量,太差了,-1
质量,很好,1
舒适度,舒服,1
外观,漂亮,1
外观,颜色很棒,1
质量,很好,1
外观,超级漂亮,1
外观,好看,1
价格,超值,1
尺寸,刚合适,1
尺寸,刚刚好,1
尺寸,刚好,1
尺寸,刚刚好,1
尺寸,稍微小了点,-1
尺寸,有差异,-1
尺寸,正好合适,1
价格,便宜,1
外观,很漂亮,1
外观,很漂亮,1
做工,很结实,1
舒适度,很舒服,1
气味,没有什么异味,1
价格,便宜,1
质量,超好,1
气味,没有味道,1
做工,很精致,1
质量,很好,1
价格,便宜很多,1
质量,很好,1
质量,很好,1
外观,很好看,1
质量,很好,1
气味,没什么气味儿,1
外观,很漂亮,1
质量,真心不错,1
稳定性,结实,1
气味,没有任何异味,1
价格,便宜多了,1
舒适度,不是很硬,1
外观,非常大气,1
价格,非常实惠,1
做工,挺精致,1
外观,美观,1
外观,很大气,1
外观,好看,1
外观,很大气,1
舒适度,舒服,1
外观,很好看,1
外观,很好看,1
外观,很好看,1
质量,有保障,1
外观,很好看,1
外观,很好看,1
价格,划算很多,1
外观,很漂亮,1
外观,很漂亮,1
做工,挺舒服的,1
舒适度,很结实,1
价格,便宜,1
外观,很漂亮,1
稳定性,很扎实,1
外观,很漂亮,1
价格,不贵,1
外观,时尚大方,1
舒适度,很舒服,1
质量,不错,1
做工,很好,1
外观,特别漂亮,1
外观,挺好看的,1
质量,不错,1
外观,挺好看的,1
外观,挺好看的,1
质量,不错,1
外观,很大气,1
外观,挺大气的,1
气味,没什么气味,1
质量,不错,1
稳定性,很结实,1
外观,可以,1
做工,仔细精美,1
外观,简单大方,1
做工,很好,1
气味,没什么味道,1
价格,性价比不错,1
价格,实惠,1
质量,很不错,1
外观,好看,1
外观,很漂亮,1
质量,很不错,0
外观,很好看,1
外观,大气,1
外观,大气高雅,1
尺寸,刚刚好,1
尺寸,合适,1
尺寸,合适,1
外观,合适,1
尺寸,正好,1
尺寸,正合适,1
价格,便宜,1
气味,没有什么味道,1
外观,很漂亮,1
舒适度,坐着舒服,1
稳定性,挺稳的,1
外观,挺好看的,1
气味,不错,1
外观,很好看,1
外观,很可爱,1
舒适度,挺舒服的,1
舒适度,很舒服,1
外观,可爱,1
做工,细致,1
尺寸,合适,1
质量,不错,1
质量,杠杠滴,1
舒适度,很舒服,1
稳定性,很稳,1
外观,很好看,1
舒适度,坐着舒服,1
价格,低廉,1
外观,大气,1
稳定性,挺结实的,1
价格,实惠,1
外观,大气,1
性价比,性价比比较高,1
质量,相当不错,1
做工,很精致,1
价格,物美价廉,1
空间,不占地方,1
气味,有点味道,-1
价格,不贵,1
尺寸,刚好,1
质量,可以,1
尺寸,矮了点,-1
质量,可以,1
质量,很好,1
价格,合理,1
舒适度,蛮舒服,1
稳定性,蛮结实的,1
价格,便宜,1
质量,还行,0
价格,性价比高,1
价格,非常超值,1
气味,没什么味道,1
尺寸,合适,1
外观,很大气,1
价格,物美价廉,1
质量,特别好,1
外观,美观大方,1
外观,好看,1
质量,放心,1
价格,物有所值,1
质量,很好,1
空间,小,-1
价格,物有所值,1
质量,好,1
舒适度,很舒服,1
价格,便宜,1
质量,不错,1
价格,不贵,1
稳定性,非常稳,1
舒适度,挺舒服,1
外观,很好看,1
空间,不占地方,1
质量,很好,1
舒适度,很舒服,1
外观,大气,1
尺寸,刚刚好,1
气味,不大,1
尺寸,占地不大,1
价格,不贵,1
外观,漂亮,1
质量,好,1
价格,便宜,1
做工,非常结实,1
做工,非常精致,1
舒适度,很舒服,1
外观,非常可爱,1
外观,非常漂亮,1
外观,非常漂亮,1
舒适度,非常舒服,1
价格,性价比高,1
外观,挺好看的,1
尺寸,有点小,-1
做工,不算太好,-1
质量,好,1
外观,美观,1
价格,划算,1
稳定性,很稳固,1
做工,挺好,1
价格,物有所值,1
尺寸,有一点点矮,-1
质量,还可以,0
价格,不高,0
质量,确实不错,1
质量,很好,1
价格,比较实惠,1
价格,实惠,1
质量,不错,1
外观,美观,1
舒适度,很舒服,1
质量,一般,0
尺寸,不合适,-1
做工,非常精致,1
质量,还可以,1
气味,基本没什么异味,1
气味,没有什么味道,1
尺寸,特别省地方,1
质量,还不错,1
做工,挺结实的,1
价格,性价比高,1
做工,结实,1
尺寸,挺合适的,1
质量,没得说,1
舒适度,有点点硬,-1
气味,没有什么味道,1
价格,性价比可以,0
空间,不占地方,1
舒适度,有点硬,-1
价格,略贵,-1
尺寸,合适,1
稳定性,挺牢固的,1
价格,性价比高,1
价格,有点贵,-1
外观,美观大方,1
空间,不占空间,1
质量,很好,1
外观,漂亮,1
气味,没味,1
舒适度,舒服,1
外观,美观,1
质量,不错,1
外观,好看,1
稳定性,四平八稳,1
外观,好看,1
外观,好看,1
空间,不占地方,1
外观,好看,1
价格,有点贵,-1
舒适度,非常舒服,1
质量,很好,1
外观,很好看,1
做工,很结实,1
舒适度,舒服,1
外观,很好看,1
外观,很好看,1
舒适度,舒服,1
外观,很可爱,1
质量,很好,1
外观,很萌,1
外观,很漂亮,1
尺寸,略矮,-1
空间,不占地,1
舒适度,很舒服,1
质量,很不错,1
质量,好,1
稳定性,好结实,1
尺寸,刚刚好,1
质量,不错,1
外观,好看,1
外观,可爱,1
价格,物美价廉,1
质量,很好,1
质量,很好,1
外观,美观大方,1
质量,还行,0
质量,很好,1
气味,没有什么味道,1
质量,不错,1
舒适度,很舒适,1
质量,挺好的,1
价格,便宜,1
价格,物超所值,1
质量,很好,1
舒适度,很舒服,1
价格,物美价廉,1
价格,物美价廉,1
价格,物美价廉,1
外观,很可爱,1
舒适度,挺舒服,1
做工,挺结实的,1
外观,小巧可爱,1
外观,挺漂亮,1
价格,性价比超级高,1
价格,略贵,-1
价格,贵,-1
尺寸,有点小,-1
质量,还可以,0
气味,有一点点味道,-1
质量,好,1
质量,很不错,1
舒适度,非常舒服,1
气味,没有气味,1
舒适度,很舒服,1
质量,不错,1
质量,不错,1
舒适度,舒服,1
尺寸,高低也合适,1
质量,不错,1
舒适度,舒服,1
尺寸,合适,1
价格,有点小贵,0
质量,还可以,1
价格,物有所值,1
质量,好,1
质量,特别好,1
舒适度,舒服,1
舒适度,软软的,1
质量,不错,1
质量,很好,1
质量,非常好,1
尺寸,合适,1
价格,优惠,1
质量,很好的,1
质量,看着不错,1
质量,很好,1
舒适度,挺好用,1
质量,很好,1
尺寸,合适,1
外观,很好看,1
质量,不错,1
价格,可以接受,1
外观,不错,1
稳定性,不稳,-1
外观,小巧精致,1
外观,很好看,1
质量,不错,1
外观,很漂亮,1
质量,很好,1
外观,挺好看的,1
质量,不错,1
质量,好,1
价格,实惠,1
外观,好看,1
价格,优惠,1
质量,很坚固,1
价格,优惠,1
质量,很好,1
价格,水分太大,-1
价格,实惠,1
外观,看上去很很好,1
外观,美观小巧,1
气味,一点异味也没有,1
外观,好看,1
质量,不错,1
外观,好看,1
价格,不贵,1
价格,实惠,1
质量,不错,1
尺寸,有点矮,1
质量,不错,1
做工,细致,1
质量,很不错,1
价格,便宜,1
做工,很一般,0
性价比,非常值,1
质量,杠杠的,1
外观,漂亮,1
质量,值得推荐,1
尺寸,挺满意,1
性价比,物美价廉,1
质量,不错,1
外观,颜色很正,1
外观,很好看,1
做工,不错,1
稳定性,很牢固,1
质量,很好,1
气味,没有什么异味,1
性价比,超高,1
质量,很好,1
